T_A[K] T_B[K] CNT sr860x[V] sr860y[V] sr860f[Hz] sr860sin[V] yyyy-mm-dd hh:mm:ss.ccccc
232.033333 235.770000 19798 0.00016140 0.00000098 33.3330 1.0000000000 2022-12-22 08:25:18.954898
232.043333 235.770000 19799 0.00016133 0.00000105 33.3330 1.0000000000 2022-12-22 08:25:20.769881
232.048333 235.770000 19800 0.00016132 0.00000098 33.3330 1.0000000000 2022-12-22 08:25:22.599863
232.056667 235.780000 19801 0.00016138 0.00000097 33.3330 1.0000000000 2022-12-22 08:25:24.420670
232.060000 235.780000 19802 0.00016122 0.00000103 33.3330 1.0000000000 2022-12-22 08:25:26.271424
232.068333 235.786667 19803 0.00016138 0.00000097 33.3330 1.0000000000 2022-12-22 08:25:28.082930
232.070000 235.800000 19804 0.00016139 0.00000097 33.3330 1.0000000000 2022-12-22 08:25:29.913049
232.071667 235.800000 19805 0.00016128 0.00000097 33.3330 1.0000000000 2022-12-22 08:25:31.724914
232.080000 235.810000 19806 0.00016132 0.00000099 33.3330 1.0000000000 2022-12-22 08:25:33.559743
232.080000 235.820000 19807 0.00016133 0.00000102 33.3330 1.0000000000 2022-12-22 08:25:35.356107
232.090000 235.820000 19808 0.00016128 0.00000095 33.3330 1.0000000000 2022-12-22 08:25:37.167057
232.093333 235.830000 19809 0.00016138 0.00000097 33.3330 1.0000000000 2022-12-22 08:25:38.996113
232.093333 235.831667 19810 0.00016130 0.00000103 33.3330 1.0000000000 2022-12-22 08:25:40.816207
232.100000 235.843333 19811 0.00016127 0.00000096 33.3330 1.0000000000 2022-12-22 08:25:42.652093
232.108333 235.850000 19812 0.00016132 0.00000098 33.3330 1.0000000000 2022-12-22 08:25:44.497562
232.120000 235.860000 19813 0.00016129 0.00000097 33.3330 1.0000000000 2022-12-22 08:25:46.333498
232.118333 235.870000 19814 0.00016127 0.00000095 33.3330 1.0000000000 2022-12-22 08:25:48.170045
232.121667 235.870000 19815 0.00016132 0.00000100 33.3330 1.0000000000 2022-12-22 08:25:49.999629
232.131667 235.873333 19816 0.00016130 0.00000104 33.3330 1.0000000000 2022-12-22 08:25:51.856903
232.140000 235.880000 19817 0.00016129 0.00000101 33.3330 1.0000000000 2022-12-22 08:25:53.720921
232.141667 235.883333 19818 0.00016135 0.00000098 33.3330 1.0000000000 2022-12-22 08:25:55.587187
232.150000 235.890000 19819 0.00016132 0.00000095 33.3330 1.0000000000 2022-12-22 08:25:57.401967
232.150000 235.900000 19820 0.00016129 0.00000105 33.3330 1.0000000000 2022-12-22 08:25:59.216562
232.160000 235.900000 19821 0.00016133 0.00000098 33.3330 1.0000000000 2022-12-22 08:26:01.056891
232.163333 235.908333 19822 0.00016131 0.00000108 33.3330 1.0000000000 2022-12-22 08:26:02.927297
232.170000 235.920000 19823 0.00016127 0.00000099 33.3330 1.0000000000 2022-12-22 08:26:04.755711
232.173333 235.920000 19824 0.00016122 0.00000099 33.3330 1.0000000000 2022-12-22 08:26:06.600152
232.180000 235.930000 19825 0.00016122 0.00000101 33.3330 1.0000000000 2022-12-22 08:26:08.402310
232.190000 235.940000 19826 0.00016129 0.00000098 33.3330 1.0000000000 2022-12-22 08:26:10.232052
232.190000 235.940000 19827 0.00016121 0.00000103 33.3330 1.0000000000 2022-12-22 08:26:12.055608
232.205000 235.940000 19828 0.00016124 0.00000101 33.3330 1.0000000000 2022-12-22 08:26:13.870382
232.210000 235.950000 19829 0.00016120 0.00000097 33.3330 1.0000000000 2022-12-22 08:26:15.668440
232.210000 235.960000 19830 0.00016124 0.00000103 33.3330 1.0000000000 2022-12-22 08:26:17.480130
232.210000 235.960000 19831 0.00016121 0.00000108 33.3330 1.0000000000 2022-12-22 08:26:19.290178
232.213333 235.973333 19832 0.00016122 0.00000100 33.3330 1.0000000000 2022-12-22 08:26:21.094695
232.220000 235.980000 19833 0.00016118 0.00000098 33.3330 1.0000000000 2022-12-22 08:26:22.937401
232.220000 235.990000 19834 0.00016124 0.00000104 33.3330 1.0000000000 2022-12-22 08:26:24.802414
232.233333 235.990000 19835 0.00016125 0.00000102 33.3330 1.0000000000 2022-12-22 08:26:26.626703
232.236667 235.991667 19836 0.00016129 0.00000098 33.3330 1.0000000000 2022-12-22 08:26:28.439483
232.240000 235.993333 19837 0.00016126 0.00000106 33.3330 1.0000000000 2022-12-22 08:26:30.282766
232.250000 236.000000 19838 0.00016125 0.00000096 33.3330 1.0000000000 2022-12-22 08:26:32.177382
232.250000 236.011667 19839 0.00016117 0.00000099 33.3330 1.0000000000 2022-12-22 08:26:34.031607
232.260000 236.020000 19840 0.00016115 0.00000104 33.3330 1.0000000000 2022-12-22 08:26:35.828015
232.260000 236.036667 19841 0.00016121 0.00000100 33.3330 1.0000000000 2022-12-22 08:26:37.667604
232.265000 236.040000 19842 0.00016121 0.00000097 33.3330 1.0000000000 2022-12-22 08:26:39.545597
232.278333 236.048333 19843 0.00016112 0.00000097 33.3330 1.0000000000 2022-12-22 08:26:41.370469
232.290000 236.050000 19844 0.00016119 0.00000100 33.3330 1.0000000000 2022-12-22 08:26:43.168569
232.290000 236.065000 19845 0.00016115 0.00000103 33.3330 1.0000000000 2022-12-22 08:26:44.962759
232.300000 236.063333 19846 0.00016117 0.00000103 33.3330 1.0000000000 2022-12-22 08:26:46.836863
232.306667 236.060000 19847 0.00016118 0.00000104 33.3330 1.0000000000 2022-12-22 08:26:48.749175
232.310000 236.070000 19848 0.00016113 0.00000106 33.3330 1.0000000000 2022-12-22 08:26:50.635653
232.318333 236.075000 19849 0.00016121 0.00000096 33.3330 1.0000000000 2022-12-22 08:26:52.541853
232.320000 236.160000 19850 0.00016117 0.00000101 33.3330 1.0000000000 2022-12-22 08:26:54.439606
232.330000 236.318333 19851 0.00016119 0.00000105 33.3330 1.0000000000 2022-12-22 08:26:56.341261
232.338333 236.490000 19852 0.00016112 0.00000096 33.3330 1.0000000000 2022-12-22 08:26:58.217063
232.350000 236.680000 19853 0.00016122 0.00000097 33.3330 1.0000000000 2022-12-22 08:27:00.167091
232.370000 236.880000 19854 0.00016118 0.00000102 33.3330 1.0000000000 2022-12-22 08:27:02.047799
232.396667 237.086667 19855 0.00016118 0.00000097 33.3330 1.0000000000 2022-12-22 08:27:03.936236
232.440000 237.298333 19856 0.00016113 0.00000099 33.3330 1.0000000000 2022-12-22 08:27:05.889541
232.486667 237.505000 19857 0.00016108 0.00000101 33.3330 1.0000000000 2022-12-22 08:27:07.822228
232.541667 237.705000 19858 0.00016115 0.00000099 33.3330 1.0000000000 2022-12-22 08:27:09.700590
232.611667 237.905000 19859 0.00016113 0.00000098 33.3330 1.0000000000 2022-12-22 08:27:11.589249
232.691667 238.081667 19860 0.00016110 0.00000103 33.3330 1.0000000000 2022-12-22 08:27:13.443892
232.775000 238.286667 19861 0.00016103 0.00000101 33.3330 1.0000000000 2022-12-22 08:27:15.319730
232.861667 238.491667 19862 0.00016103 0.00000103 33.3330 1.0000000000 2022-12-22 08:27:17.192789
232.956667 238.683333 19863 0.00016097 0.00000105 33.3330 1.0000000000 2022-12-22 08:27:19.079065
233.058333 238.878333 19864 0.00016099 0.00000101 33.3330 1.0000000000 2022-12-22 08:27:20.947182
233.163333 239.068333 19865 0.00016089 0.00000101 33.3330 1.0000000000 2022-12-22 08:27:22.828978
233.270000 239.256667 19866 0.00016086 0.00000096 33.3330 1.0000000000 2022-12-22 08:27:24.700440
233.383333 239.455000 19867 0.00016086 0.00000103 33.3330 1.0000000000 2022-12-22 08:27:26.583996
233.503333 239.645000 19868 0.00016078 0.00000102 33.3330 1.0000000000 2022-12-22 08:27:28.478583
233.625000 239.840000 19869 0.00016077 0.00000098 33.3330 1.0000000000 2022-12-22 08:27:30.375614
233.755000 240.035000 19870 0.00016074 0.00000099 33.3330 1.0000000000 2022-12-22 08:27:32.280875
233.881667 240.225000 19871 0.00016063 0.00000100 33.3330 1.0000000000 2022-12-22 08:27:34.226896
234.015000 240.425000 19872 0.00016059 0.00000097 33.3330 1.0000000000 2022-12-22 08:27:36.107839
234.148333 240.623333 19873 0.00016053 0.00000097 33.3330 1.0000000000 2022-12-22 08:27:37.992339
234.283333 240.801667 19874 0.00016045 0.00000095 33.3330 1.0000000000 2022-12-22 08:27:39.846959
234.418333 240.995000 19875 0.00016043 0.00000100 33.3330 1.0000000000 2022-12-22 08:27:41.724836
234.558333 241.191667 19876 0.00016034 0.00000103 33.3330 1.0000000000 2022-12-22 08:27:43.602271
234.703333 241.380000 19877 0.00016034 0.00000100 33.3330 1.0000000000 2022-12-22 08:27:45.484777
234.846667 241.555000 19878 0.00016027 0.00000099 33.3330 1.0000000000 2022-12-22 08:27:47.356794
234.993333 241.750000 19879 0.00016019 0.00000097 33.3330 1.0000000000 2022-12-22 08:27:49.241972
235.141667 241.946667 19880 0.00016016 0.00000101 33.3330 1.0000000000 2022-12-22 08:27:51.110626
235.293333 242.135000 19881 0.00016008 0.00000103 33.3330 1.0000000000 2022-12-22 08:27:52.997852
235.445000 242.316667 19882 0.00016006 0.00000100 33.3330 1.0000000000 2022-12-22 08:27:54.860418
235.600000 242.500000 19883 0.00016002 0.00000095 33.3330 1.0000000000 2022-12-22 08:27:56.748834
235.753333 242.690000 19884 0.00015992 0.00000101 33.3330 1.0000000000 2022-12-22 08:27:58.604143
235.910000 242.883333 19885 0.00015990 0.00000097 33.3330 1.0000000000 2022-12-22 08:28:00.491231
236.060000 243.071667 19886 0.00015982 0.00000102 33.3330 1.0000000000 2022-12-22 08:28:02.356215
236.218333 243.260000 19887 0.00015973 0.00000101 33.3330 1.0000000000 2022-12-22 08:28:04.245090
236.376667 243.450000 19888 0.00015966 0.00000097 33.3330 1.0000000000 2022-12-22 08:28:06.144796
236.541667 243.630000 19889 0.00015963 0.00000098 33.3330 1.0000000000 2022-12-22 08:28:08.046650
236.696667 243.828333 19890 0.00015957 0.00000102 33.3330 1.0000000000 2022-12-22 08:28:09.920407
236.856667 244.015000 19891 0.00015949 0.00000104 33.3330 1.0000000000 2022-12-22 08:28:11.801141
237.016667 244.203333 19892 0.00015945 0.00000104 33.3330 1.0000000000 2022-12-22 08:28:13.660637
237.180000 244.390000 19893 0.00015938 0.00000101 33.3330 1.0000000000 2022-12-22 08:28:15.544664
237.338333 244.586667 19894 0.00015934 0.00000096 33.3330 1.0000000000 2022-12-22 08:28:17.405897
237.501667 244.765000 19895 0.00015930 0.00000103 33.3330 1.0000000000 2022-12-22 08:28:19.281789
237.665000 244.953333 19896 0.00015924 0.00000108 33.3330 1.0000000000 2022-12-22 08:28:21.158797
237.823333 245.138333 19897 0.00015916 0.00000096 33.3330 1.0000000000 2022-12-22 08:28:23.023170
237.983333 245.335000 19898 0.00015914 0.00000098 33.3330 1.0000000000 2022-12-22 08:28:24.885167
238.150000 245.523333 19899 0.00015910 0.00000096 33.3330 1.0000000000 2022-12-22 08:28:26.766872
238.313333 245.706667 19900 0.00015900 0.00000100 33.3330 1.0000000000 2022-12-22 08:28:28.628237
238.478333 245.895000 19901 0.00015885 0.00000097 33.3330 1.0000000000 2022-12-22 08:28:30.489538
238.648333 246.075000 19902 0.00015887 0.00000098 33.3330 1.0000000000 2022-12-22 08:28:32.357377
238.808333 246.260000 19903 0.00015881 0.00000099 33.3330 1.0000000000 2022-12-22 08:28:34.247754
238.968333 246.446667 19904 0.00015871 0.00000098 33.3330 1.0000000000 2022-12-22 08:28:36.115243
239.141667 246.635000 19905 0.00015869 0.00000096 33.3330 1.0000000000 2022-12-22 08:28:37.999369
239.300000 246.831667 19906 0.00015856 0.00000103 33.3330 1.0000000000 2022-12-22 08:28:39.845124
239.466667 247.010000 19907 0.00015854 0.00000100 33.3330 1.0000000000 2022-12-22 08:28:41.746992
239.628333 247.206667 19908 0.00015850 0.00000096 33.3330 1.0000000000 2022-12-22 08:28:43.608608
239.798333 247.376667 19909 0.00015836 0.00000094 33.3330 1.0000000000 2022-12-22 08:28:45.481124
239.961667 247.573333 19910 0.00015832 0.00000098 33.3330 1.0000000000 2022-12-22 08:28:47.368226
240.135000 247.760000 19911 0.00015829 0.00000097 33.3330 1.0000000000 2022-12-22 08:28:49.249741
240.306667 247.948333 19912 0.00015818 0.00000098 33.3330 1.0000000000 2022-12-22 08:28:51.128087
240.473333 248.145000 19913 0.00015815 0.00000091 33.3330 1.0000000000 2022-12-22 08:28:52.996106
240.645000 248.325000 19914 0.00015816 0.00000106 33.3330 1.0000000000 2022-12-22 08:28:54.895585
240.813333 248.523333 19915 0.00015804 0.00000092 33.3330 1.0000000000 2022-12-22 08:28:56.774226
240.988333 248.701667 19916 0.00015798 0.00000102 33.3330 1.0000000000 2022-12-22 08:28:58.648979
241.155000 248.895000 19917 0.00015796 0.00000103 33.3330 1.0000000000 2022-12-22 08:29:00.492519
241.328333 249.080000 19918 0.00015788 0.00000102 33.3330 1.0000000000 2022-12-22 08:29:02.362042
241.493333 249.258333 19919 0.00015787 0.00000096 33.3330 1.0000000000 2022-12-22 08:29:04.238798
241.665000 249.450000 19920 0.00015774 0.00000096 33.3330 1.0000000000 2022-12-22 08:29:06.106073
241.838333 249.655000 19921 0.00015776 0.00000108 33.3330 1.0000000000 2022-12-22 08:29:07.991746
242.011667 249.841667 19922 0.00015762 0.00000103 33.3330 1.0000000000 2022-12-22 08:29:09.864795
242.186667 250.028333 19923 0.00015754 0.00000101 33.3330 1.0000000000 2022-12-22 08:29:11.751773
242.360000 250.206667 19924 0.00015758 0.00000104 33.3330 1.0000000000 2022-12-22 08:29:13.602475
242.531667 250.381667 19925 0.00015746 0.00000099 33.3330 1.0000000000 2022-12-22 08:29:15.482719
242.708333 250.573333 19926 0.00015750 0.00000096 33.3330 1.0000000000 2022-12-22 08:29:17.368127
242.873333 250.758333 19927 0.00015742 0.00000094 33.3330 1.0000000000 2022-12-22 08:29:19.231256
243.045000 250.955000 19928 0.00015724 0.00000100 33.3330 1.0000000000 2022-12-22 08:29:21.103866
243.221667 251.143333 19929 0.00015725 0.00000097 33.3330 1.0000000000 2022-12-22 08:29:22.987820
243.393333 251.320000 19930 0.00015721 0.00000097 33.3330 1.0000000000 2022-12-22 08:29:24.863967
243.566667 251.515000 19931 0.00015720 0.00000098 33.3330 1.0000000000 2022-12-22 08:29:26.731740
243.741667 251.710000 19932 0.00015713 0.00000095 33.3330 1.0000000000 2022-12-22 08:29:28.648479
243.920000 251.895000 19933 0.00015703 0.00000097 33.3330 1.0000000000 2022-12-22 08:29:30.554389
244.093333 252.083333 19934 0.00015696 0.00000096 33.3330 1.0000000000 2022-12-22 08:29:32.487831
244.270000 252.271667 19935 0.00015694 0.00000100 33.3330 1.0000000000 2022-12-22 08:29:34.383813
244.445000 252.460000 19936 0.00015688 0.00000098 33.3330 1.0000000000 2022-12-22 08:29:36.260729
244.618333 252.651667 19937 0.00015682 0.00000096 33.3330 1.0000000000 2022-12-22 08:29:38.154079
244.800000 252.850000 19938 0.00015681 0.00000101 33.3330 1.0000000000 2022-12-22 08:29:40.052809
244.966667 253.040000 19939 0.00015666 0.00000097 33.3330 1.0000000000 2022-12-22 08:29:41.951862
245.156667 253.230000 19940 0.00015668 0.00000100 33.3330 1.0000000000 2022-12-22 08:29:43.856754
245.330000 253.420000 19941 0.00015653 0.00000097 33.3330 1.0000000000 2022-12-22 08:29:45.751812
245.510000 253.610000 19942 0.00015646 0.00000095 33.3330 1.0000000000 2022-12-22 08:29:47.666257
245.696667 253.798333 19943 0.00015647 0.00000094 33.3330 1.0000000000 2022-12-22 08:29:49.516949
245.875000 253.983333 19944 0.00015638 0.00000090 33.3330 1.0000000000 2022-12-22 08:29:51.421654
246.053333 254.171667 19945 0.00015635 0.00000096 33.3330 1.0000000000 2022-12-22 08:29:53.303877
246.235000 254.365000 19946 0.00015630 0.00000101 33.3330 1.0000000000 2022-12-22 08:29:55.194069
246.416667 254.556667 19947 0.00015628 0.00000099 33.3330 1.0000000000 2022-12-22 08:29:57.093503
246.598333 254.745000 19948 0.00015620 0.00000098 33.3330 1.0000000000 2022-12-22 08:29:58.998328
246.785000 254.925000 19949 0.00015617 0.00000098 33.3330 1.0000000000 2022-12-22 08:30:00.913537
246.965000 255.115000 19950 0.00015610 0.00000102 33.3330 1.0000000000 2022-12-22 08:30:02.833888
247.143333 255.305000 19951 0.00015600 0.00000093 33.3330 1.0000000000 2022-12-22 08:30:04.700572
247.316667 255.501667 19952 0.00015601 0.00000101 33.3330 1.0000000000 2022-12-22 08:30:06.582292
247.496667 255.680000 19953 0.00015587 0.00000101 33.3330 1.0000000000 2022-12-22 08:30:08.447526
247.675000 255.868333 19954 0.00015587 0.00000104 33.3330 1.0000000000 2022-12-22 08:30:10.333417
247.851667 256.061667 19955 0.00015578 0.00000099 33.3330 1.0000000000 2022-12-22 08:30:12.191513
248.031667 256.253333 19956 0.00015578 0.00000093 33.3330 1.0000000000 2022-12-22 08:30:14.077863
248.210000 256.441667 19957 0.00015575 0.00000101 33.3330 1.0000000000 2022-12-22 08:30:15.952313
248.385000 256.626667 19958 0.00015563 0.00000107 33.3330 1.0000000000 2022-12-22 08:30:17.831676
248.563333 256.815000 19959 0.00015560 0.00000092 33.3330 1.0000000000 2022-12-22 08:30:19.696674
248.753333 257.001667 19960 0.00015559 0.00000100 33.3330 1.0000000000 2022-12-22 08:30:21.596737
248.933333 257.190000 19961 0.00015551 0.00000093 33.3330 1.0000000000 2022-12-22 08:30:23.510766
249.111667 257.371667 19962 0.00015543 0.00000108 33.3330 1.0000000000 2022-12-22 08:30:25.357222
249.295000 257.560000 19963 0.00015544 0.00000092 33.3330 1.0000000000 2022-12-22 08:30:27.258834
249.465000 257.756667 19964 0.00015536 0.00000089 33.3330 1.0000000000 2022-12-22 08:30:29.122032
249.645000 257.943333 19965 0.00015528 0.00000097 33.3330 1.0000000000 2022-12-22 08:30:30.978247
249.816667 258.128333 19966 0.00015523 0.00000094 33.3330 1.0000000000 2022-12-22 08:30:32.838931
250.000000 258.315000 19967 0.00015523 0.00000098 33.3330 1.0000000000 2022-12-22 08:30:34.709391
250.181667 258.501667 19968 0.00015518 0.00000099 33.3330 1.0000000000 2022-12-22 08:30:36.573694
250.358333 258.690000 19969 0.00015519 0.00000099 33.3330 1.0000000000 2022-12-22 08:30:38.462363
250.546667 258.876667 19970 0.00015499 0.00000098 33.3330 1.0000000000 2022-12-22 08:30:40.332321
250.728333 259.065000 19971 0.00015498 0.00000098 33.3330 1.0000000000 2022-12-22 08:30:42.206625
250.911667 259.246667 19972 0.00015497 0.00000102 33.3330 1.0000000000 2022-12-22 08:30:44.078738
251.091667 259.440000 19973 0.00015486 0.00000099 33.3330 1.0000000000 2022-12-22 08:30:45.945736
251.275000 259.626667 19974 0.00015489 0.00000094 33.3330 1.0000000000 2022-12-22 08:30:47.827060
251.461667 259.806667 19975 0.00015487 0.00000096 33.3330 1.0000000000 2022-12-22 08:30:49.709074
251.638333 260.001667 19976 0.00015482 0.00000095 33.3330 1.0000000000 2022-12-22 08:30:51.569758
251.816667 260.186667 19977 0.00015472 0.00000093 33.3330 1.0000000000 2022-12-22 08:30:53.447299
252.005000 260.370000 19978 0.00015463 0.00000098 33.3330 1.0000000000 2022-12-22 08:30:55.334980
252.185000 260.560000 19979 0.00015464 0.00000100 33.3330 1.0000000000 2022-12-22 08:30:57.234092
252.371667 260.743333 19980 0.00015457 0.00000089 33.3330 1.0000000000 2022-12-22 08:30:59.079240
252.545000 260.928333 19981 0.00015453 0.00000092 33.3330 1.0000000000 2022-12-22 08:31:00.958424
252.735000 261.115000 19982 0.00015450 0.00000099 33.3330 1.0000000000 2022-12-22 08:31:02.835954
252.910000 261.305000 19983 0.00015451 0.00000104 33.3330 1.0000000000 2022-12-22 08:31:04.694115
253.090000 261.511667 19984 0.00015445 0.00000099 33.3330 1.0000000000 2022-12-22 08:31:06.582221
253.278333 261.690000 19985 0.00015439 0.00000107 33.3330 1.0000000000 2022-12-22 08:31:08.462465
253.458333 261.876667 19986 0.00015433 0.00000099 33.3330 1.0000000000 2022-12-22 08:31:10.361744
253.643333 262.068333 19987 0.00015425 0.00000093 33.3330 1.0000000000 2022-12-22 08:31:12.230787
253.831667 262.255000 19988 0.00015426 0.00000102 33.3330 1.0000000000 2022-12-22 08:31:14.107592
254.011667 262.433333 19989 0.00015421 0.00000099 33.3330 1.0000000000 2022-12-22 08:31:15.979640
254.198333 262.618333 19990 0.00015412 0.00000100 33.3330 1.0000000000 2022-12-22 08:31:17.844701
254.375000 262.805000 19991 0.00015412 0.00000099 33.3330 1.0000000000 2022-12-22 08:31:19.699516
254.558333 262.991667 19992 0.00015408 0.00000092 33.3330 1.0000000000 2022-12-22 08:31:21.581831
254.743333 263.190000 19993 0.00015402 0.00000095 33.3330 1.0000000000 2022-12-22 08:31:23.467469
254.928333 263.380000 19994 0.00015408 0.00000092 33.3330 1.0000000000 2022-12-22 08:31:25.358083
255.115000 263.570000 19995 0.00015396 0.00000100 33.3330 1.0000000000 2022-12-22 08:31:27.267415
255.310000 263.760000 19996 0.00015391 0.00000102 33.3330 1.0000000000 2022-12-22 08:31:29.171530
255.501667 263.950000 19997 0.00015389 0.00000099 33.3330 1.0000000000 2022-12-22 08:31:31.083740
255.696667 264.136667 19998 0.00015383 0.00000101 33.3330 1.0000000000 2022-12-22 08:31:32.991735
255.885000 264.331667 19999 0.00015374 0.00000098 33.3330 1.0000000000 2022-12-22 08:31:34.874132
256.078333 264.518333 20000 0.00015373 0.00000100 33.3330 1.0000000000 2022-12-22 08:31:36.738794
256.275000 264.705000 20001 0.00015367 0.00000096 33.3330 1.0000000000 2022-12-22 08:31:38.611696
256.465000 264.895000 20002 0.00015368 0.00000097 33.3330 1.0000000000 2022-12-22 08:31:40.527877
256.650000 265.078333 20003 0.00015355 0.00000106 33.3330 1.0000000000 2022-12-22 08:31:42.380855
256.835000 265.270000 20004 0.00015358 0.00000098 33.3330 1.0000000000 2022-12-22 08:31:44.262470
257.026667 265.456667 20005 0.00015351 0.00000098 33.3330 1.0000000000 2022-12-22 08:31:46.123523
257.220000 265.645000 20006 0.00015342 0.00000101 33.3330 1.0000000000 2022-12-22 08:31:48.000917
257.408333 265.831667 20007 0.00015351 0.00000098 33.3330 1.0000000000 2022-12-22 08:31:49.868059
257.598333 266.015000 20008 0.00015331 0.00000095 33.3330 1.0000000000 2022-12-22 08:31:51.768796
257.791667 266.208333 20009 0.00015335 0.00000095 33.3330 1.0000000000 2022-12-22 08:31:53.640968
257.981667 266.395000 20010 0.00015323 0.00000096 33.3330 1.0000000000 2022-12-22 08:31:55.520931
258.168333 266.583333 20011 0.00015329 0.00000094 33.3330 1.0000000000 2022-12-22 08:31:57.374861
258.360000 266.766667 20012 0.00015326 0.00000097 33.3330 1.0000000000 2022-12-22 08:31:59.274121
258.555000 266.956667 20013 0.00015314 0.00000092 33.3330 1.0000000000 2022-12-22 08:32:01.120544
258.741667 267.140000 20014 0.00015314 0.00000100 33.3330 1.0000000000 2022-12-22 08:32:02.980467
258.928333 267.328333 20015 0.00015313 0.00000093 33.3330 1.0000000000 2022-12-22 08:32:04.850975
259.118333 267.510000 20016 0.00015303 0.00000100 33.3330 1.0000000000 2022-12-22 08:32:06.772273
259.316667 267.708333 20017 0.00015299 0.00000088 33.3330 1.0000000000 2022-12-22 08:32:08.667582
259.510000 267.900000 20018 0.00015297 0.00000095 33.3330 1.0000000000 2022-12-22 08:32:10.569089
259.708333 268.090000 20019 0.00015295 0.00000090 33.3330 1.0000000000 2022-12-22 08:32:12.474592
259.900000 268.280000 20020 0.00015290 0.00000100 33.3330 1.0000000000 2022-12-22 08:32:14.383840
260.090000 268.471667 20021 0.00015287 0.00000093 33.3330 1.0000000000 2022-12-22 08:32:16.273684
260.286667 268.648333 20022 0.00015273 0.00000096 33.3330 1.0000000000 2022-12-22 08:32:18.139067
260.470000 268.843333 20023 0.00015268 0.00000090 33.3330 1.0000000000 2022-12-22 08:32:20.017443
260.661667 269.033333 20024 0.00015269 0.00000094 33.3330 1.0000000000 2022-12-22 08:32:21.898595
260.858333 269.220000 20025 0.00015268 0.00000101 33.3330 1.0000000000 2022-12-22 08:32:23.760242
261.051667 269.395000 20026 0.00015261 0.00000095 33.3330 1.0000000000 2022-12-22 08:32:25.641831
261.248333 269.585000 20027 0.00015261 0.00000097 33.3330 1.0000000000 2022-12-22 08:32:27.523755
261.445000 269.785000 20028 0.00015250 0.00000089 33.3330 1.0000000000 2022-12-22 08:32:29.411623
261.640000 269.973333 20029 0.00015253 0.00000105 33.3330 1.0000000000 2022-12-22 08:32:31.288325
261.840000 270.160000 20030 0.00015246 0.00000096 33.3330 1.0000000000 2022-12-22 08:32:33.174796
262.028333 270.348333 20031 0.00015248 0.00000093 33.3330 1.0000000000 2022-12-22 08:32:35.045699
262.225000 270.525000 20032 0.00015244 0.00000097 33.3330 1.0000000000 2022-12-22 08:32:36.914585
262.418333 270.721667 20033 0.00015242 0.00000099 33.3330 1.0000000000 2022-12-22 08:32:38.769256
262.615000 270.908333 20034 0.00015235 0.00000100 33.3330 1.0000000000 2022-12-22 08:32:40.666149
262.811667 271.100000 20035 0.00015230 0.00000096 33.3330 1.0000000000 2022-12-22 08:32:42.572022
263.011667 271.280000 20036 0.00015228 0.00000096 33.3330 1.0000000000 2022-12-22 08:32:44.478808
263.208333 271.475000 20037 0.00015221 0.00000094 33.3330 1.0000000000 2022-12-22 08:32:46.344550
263.408333 271.660000 20038 0.00015214 0.00000099 33.3330 1.0000000000 2022-12-22 08:32:48.293329
263.605000 271.861667 20039 0.00015214 0.00000101 33.3330 1.0000000000 2022-12-22 08:32:50.178936
263.800000 272.046667 20040 0.00015216 0.00000099 33.3330 1.0000000000 2022-12-22 08:32:52.041540
263.995000 272.235000 20041 0.00015199 0.00000099 33.3330 1.0000000000 2022-12-22 08:32:53.932499
264.185000 272.423333 20042 0.00015200 0.00000092 33.3330 1.0000000000 2022-12-22 08:32:55.807156
264.380000 272.601667 20043 0.00015193 0.00000098 33.3330 1.0000000000 2022-12-22 08:32:57.670806
264.576667 272.786667 20044 0.00015198 0.00000104 33.3330 1.0000000000 2022-12-22 08:32:59.544830
264.771667 272.975000 20045 0.00015193 0.00000094 33.3330 1.0000000000 2022-12-22 08:33:01.424321
264.961667 273.163333 20046 0.00015184 0.00000096 33.3330 1.0000000000 2022-12-22 08:33:03.301754
265.160000 273.360000 20047 0.00015186 0.00000099 33.3330 1.0000000000 2022-12-22 08:33:05.179349
265.360000 273.546667 20048 0.00015180 0.00000096 33.3330 1.0000000000 2022-12-22 08:33:07.035182
265.553333 273.743333 20049 0.00015176 0.00000096 33.3330 1.0000000000 2022-12-22 08:33:08.917919
265.761667 273.925000 20050 0.00015173 0.00000097 33.3330 1.0000000000 2022-12-22 08:33:10.807942
265.961667 274.115000 20051 0.00015166 0.00000100 33.3330 1.0000000000 2022-12-22 08:33:12.710659
266.158333 274.301667 20052 0.00015163 0.00000094 33.3330 1.0000000000 2022-12-22 08:33:14.575619
266.361667 274.490000 20053 0.00015156 0.00000091 33.3330 1.0000000000 2022-12-22 08:33:16.466247
266.558333 274.681667 20054 0.00015151 0.00000103 33.3330 1.0000000000 2022-12-22 08:33:18.323859
266.765000 274.875000 20055 0.00015148 0.00000097 33.3330 1.0000000000 2022-12-22 08:33:20.210308
266.965000 275.053333 20056 0.00015151 0.00000098 33.3330 1.0000000000 2022-12-22 08:33:22.068106
267.158333 275.253333 20057 0.00015148 0.00000093 33.3330 1.0000000000 2022-12-22 08:33:23.945442
267.361667 275.418333 20058 0.00015144 0.00000105 33.3330 1.0000000000 2022-12-22 08:33:25.810847
267.565000 275.615000 20059 0.00015149 0.00000095 33.3330 1.0000000000 2022-12-22 08:33:27.716139
